name	taxonomy_id	taxonomy_lvl	C10_S21_O._num	C10_S21_O._frac	C1_S12_O._num	C1_S12_O._frac	C2_S13_O._num	C2_S13_O._frac	C3_S14_O._num	C3_S14_O._frac	C4_S15_O._num	C4_S15_O._frac	C5_S16_O._num	C5_S16_O._frac	C6_S17_O._num	C6_S17_O._frac	C7_S18_O._num	C7_S18_O._frac	C9_S20_O._num	C9_S20_O._frac	Post_Cntl_O._num	Post_Cntl_O._frac	S10_S11_O._num	S10_S11_O._frac	S1_S2_O._num	S1_S2_O._frac	S2_S3_O._num	S2_S3_O._frac	S3_S4_O._num	S3_S4_O._frac	S4_S5_O._num	S4_S5_O._frac	S5_S6_O._num	S5_S6_O._frac	S6_S7_O._num	S6_S7_O._frac	S7_S8_O._num	S7_S8_O._frac	S8_S9_O._num	S8_S9_O._frac	S9_S10_O._num	S9_S10_O._frac
Kineosporiales	622452	O	1662	0.00010	1340	0.00006	1229	0.00011	1020	0.00011	1008	0.00010	1160	0.00012	866	0.00005	1224	0.00008	2203	0.00009	0	0.00000	1285	0.00007	1813	0.00007	1082	0.00007	2490	0.00007	742	0.00007	27162	0.00049	481	0.00006	1471	0.00011	843	0.00007	869	0.00008
Jiangellales	1217098	O	1233	0.00007	1054	0.00005	883	0.00008	719	0.00008	757	0.00007	918	0.00010	682	0.00004	1049	0.00007	1512	0.00006	0	0.00000	1169	0.00006	1294	0.00005	899	0.00006	1921	0.00006	629	0.00006	14698	0.00026	477	0.00006	994	0.00007	630	0.00005	585	0.00005
Jatrophihabitantales	2805415	O	875	0.00005	889	0.00004	760	0.00007	581	0.00006	631	0.00006	710	0.00007	545	0.00003	814	0.00005	1218	0.00005	0	0.00000	918	0.00005	1278	0.00005	684	0.00005	1841	0.00005	478	0.00004	12442	0.00022	350	0.00005	791	0.00006	683	0.00006	457	0.00004
Glycomycetales	85014	O	704	0.00004	813	0.00004	727	0.00006	559	0.00006	643	0.00006	660	0.00007	664	0.00004	807	0.00005	977	0.00004	0	0.00000	907	0.00005	932	0.00004	725	0.00005	1306	0.00004	540	0.00005	4243	0.00008	331	0.00004	1038	0.00008	634	0.00005	533	0.00005
Sporichthyales	2495578	O	798	0.00005	421	0.00002	577	0.00005	398	0.00004	489	0.00005	557	0.00006	407	0.00002	502	0.00003	940	0.00004	0	0.00000	561	0.00003	564	0.00002	621	0.00004	711	0.00002	310	0.00003	12259	0.00022	201	0.00003	603	0.00004	435	0.00004	407	0.00004
Catenulisporales	414714	O	527	0.00003	632	0.00003	495	0.00004	429	0.00005	460	0.00004	575	0.00006	377	0.00002	564	0.00004	631	0.00003	0	0.00000	615	0.00003	547	0.00002	808	0.00005	779	0.00002	731	0.00006	5389	0.00010	247	0.00003	612	0.00004	335	0.00003	736	0.00007
Actinopolysporales	622450	O	266	0.00002	221	0.00001	164	0.00001	179	0.00002	157	0.00002	174	0.00002	151	0.00001	208	0.00001	438	0.00002	0	0.00000	284	0.00001	395	0.00002	332	0.00002	544	0.00002	255	0.00002	1703	0.00003	106	0.00001	349	0.00003	173	0.00001	289	0.00003
Acidothermales	1643683	O	154	0.00001	209	0.00001	160	0.00001	116	0.00001	121	0.00001	169	0.00002	137	0.00001	189	0.00001	222	0.00001	0	0.00000	140	0.00001	194	0.00001	277	0.00002	259	0.00001	211	0.00002	1110	0.00002	65	0.00001	210	0.00002	66	0.00001	209	0.00002
Eggerthellales	1643822	O	69044	0.00405	199717	0.00962	178826	0.01538	142329	0.01584	114703	0.01096	208775	0.02173	106199	0.00627	125042	0.00844	75373	0.00303	59	0.00000	103954	0.00546	100905	0.00388	170148	0.01157	135468	0.00391	132561	0.01175	683352	0.01221	39537	0.00532	90936	0.00660	54646	0.00445	130975	0.01164
Coriobacteriales	84999	O	62193	0.00365	281184	0.01355	193159	0.01662	220998	0.02459	140572	0.01343	231013	0.02405	114064	0.00673	116599	0.00787	65087	0.00262	19	0.00000	84636	0.00444	215004	0.00826	188161	0.01280	282543	0.00816	132889	0.01178	316651	0.00566	32105	0.00432	136663	0.00992	282465	0.02298	119430	0.01061
Acidimicrobiales	84993	O	8562	0.00050	8281	0.00040	7304	0.00063	5833	0.00065	6164	0.00059	6612	0.00069	5607	0.00033	9161	0.00062	10960	0.00044	16	0.00000	9053	0.00048	12060	0.00046	6954	0.00047	16741	0.00048	5179	0.00046	434895	0.00777	3415	0.00046	9326	0.00068	6281	0.00051	5007	0.00044
Candidatus Spongiisociales	2983161	O	133	0.00001	246	0.00001	264	0.00002	192	0.00002	167	0.00002	231	0.00002	226	0.00001	217	0.00001	113	0.00000	0	0.00000	241	0.00001	260	0.00001	250	0.00002	303	0.00001	188	0.00002	1222	0.00002	104	0.00001	343	0.00002	223	0.00002	213	0.00002
Solirubrobacterales	588673	O	3146	0.00018	5069	0.00024	4302	0.00037	3393	0.00038	3399	0.00032	4168	0.00043	2803	0.00017	5760	0.00039	3824	0.00015	0	0.00000	4515	0.00024	6544	0.00025	3961	0.00027	8677	0.00025	2947	0.00026	110648	0.00198	1708	0.00023	4584	0.00033	3247	0.00026	2980	0.00026
Miltoncostaeales	2843198	O	461	0.00003	837	0.00004	735	0.00006	576	0.00006	578	0.00006	661	0.00007	554	0.00003	885	0.00006	582	0.00002	0	0.00000	949	0.00005	1299	0.00005	866	0.00006	1790	0.00005	660	0.00006	11615	0.00021	366	0.00005	743	0.00005	569	0.00005	612	0.00005
Thermoleophilales	588674	O	143	0.00001	279	0.00001	303	0.00003	183	0.00002	223	0.00002	254	0.00003	140	0.00001	297	0.00002	164	0.00001	0	0.00000	282	0.00001	178	0.00001	192	0.00001	244	0.00001	154	0.00001	2374	0.00004	119	0.00002	246	0.00002	131	0.00001	170	0.00002
Rubrobacterales	84996	O	1099	0.00006	2685	0.00013	2555	0.00022	1768	0.00020	1997	0.00019	2257	0.00023	1781	0.00011	2503	0.00017	1336	0.00005	0	0.00000	2766	0.00015	2739	0.00011	2566	0.00017	3859	0.00011	1829	0.00016	9742	0.00017	1063	0.00014	2577	0.00019	1908	0.00016	1825	0.00016
Euzebyales	908621	O	326	0.00002	485	0.00002	447	0.00004	406	0.00005	423	0.00004	433	0.00005	343	0.00002	529	0.00004	420	0.00002	0	0.00000	465	0.00002	619	0.00002	441	0.00003	842	0.00002	353	0.00003	3395	0.00006	173	0.00002	483	0.00004	440	0.00004	316	0.00003
Egicoccales	1755823	O	255	0.00001	382	0.00002	339	0.00003	269	0.00003	278	0.00003	355	0.00004	255	0.00002	396	0.00003	326	0.00001	0	0.00000	507	0.00003	589	0.00002	497	0.00003	838	0.00002	361	0.00003	3047	0.00005	158	0.00002	443	0.00003	186	0.00002	329	0.00003
Egibacterales	1747768	O	234	0.00001	339	0.00002	262	0.00002	204	0.00002	226	0.00002	245	0.00003	196	0.00001	290	0.00002	228	0.00001	0	0.00000	419	0.00002	441	0.00002	333	0.00002	652	0.00002	278	0.00002	2379	0.00004	161	0.00002	384	0.00003	217	0.00002	295	0.00003
Eubacteriales	186802	O	1019862	0.05988	1887645	0.09093	2068465	0.17796	1340847	0.14918	1738686	0.16612	1560135	0.16239	1922070	0.11341	2494290	0.16843	1332906	0.05357	570	0.00001	2981697	0.15656	5618077	0.21590	2272169	0.15452	7674622	0.22159	1652468	0.14647	2770799	0.04952	1182529	0.15919	2883900	0.20939	2220885	0.18067	1762370	0.15656
Lachnospirales	3085636	O	426986	0.02507	1262227	0.06080	1052720	0.09057	789164	0.08780	961139	0.09183	985774	0.10261	1459313	0.08611	1019398	0.06884	610680	0.02455	158	0.00000	2426916	0.12743	3624122	0.13927	1468906	0.09990	4781234	0.13805	1032152	0.09149	1789785	0.03199	948017	0.12762	1385142	0.10057	1466981	0.11934	1140787	0.10134
Peptostreptococcales	3082720	O	314150	0.01844	428057	0.02062	491307	0.04227	375008	0.04172	284304	0.02716	413545	0.04305	781515	0.04611	715105	0.04829	400860	0.01611	43	0.00000	294220	0.01545	246531	0.00947	200981	0.01367	331066	0.00956	149266	0.01323	347474	0.00621	116116	0.01563	180607	0.01311	255183	0.02076	180743	0.01606
Thermoanaerobacterales	68295	O	10942	0.00064	18575	0.00089	19278	0.00166	12480	0.00139	15566	0.00149	15585	0.00162	21013	0.00124	19722	0.00133	14075	0.00057	21	0.00000	26514	0.00139	26588	0.00102	20797	0.00141	35561	0.00103	13953	0.00124	23511	0.00042	10689	0.00144	24762	0.00180	15699	0.00128	16701	0.00148
Halanaerobiales	53433	O	5015	0.00029	7076	0.00034	6942	0.00060	4462	0.00050	5692	0.00054	5740	0.00060	8763	0.00052	7315	0.00049	6594	0.00027	0	0.00000	9302	0.00049	10427	0.00040	6715	0.00046	13713	0.00040	4446	0.00039	7336	0.00013	3765	0.00051	7327	0.00053	5037	0.00041	5362	0.00048
Christensenellales	3082768	O	4952	0.00029	16102	0.00078	17925	0.00154	12121	0.00135	14724	0.00141	14554	0.00151	14963	0.00088	17158	0.00116	5984	0.00024	0	0.00000	23158	0.00122	25694	0.00099	19119	0.00130	35588	0.00103	13663	0.00121	21533	0.00038	9137	0.00123	26743	0.00194	15840	0.00129	14943	0.00133
Neomorellales	3039167	O	3264	0.00019	7792	0.00038	7793	0.00067	5208	0.00058	6485	0.00062	6216	0.00065	7342	0.00043	7863	0.00053	3928	0.00016	0	0.00000	9652	0.00051	9103	0.00035	7784	0.00053	12445	0.00036	5730	0.00051	11598	0.00021	3875	0.00052	11221	0.00081	7261	0.00059	5990	0.00053
Monoglobales	3085656	O	2199	0.00013	7721	0.00037	9067	0.00078	6003	0.00067	6892	0.00066	6723	0.00070	9951	0.00059	8988	0.00061	2846	0.00011	0	0.00000	11927	0.00063	10605	0.00041	10202	0.00069	14332	0.00041	7054	0.00063	6184	0.00011	5016	0.00068	8978	0.00065	6367	0.00052	8394	0.00075
Thermosediminibacterales	2770089	O	3118	0.00018	5003	0.00024	5057	0.00044	3444	0.00038	4131	0.00039	4117	0.00043	5393	0.00032	5011	0.00034	3916	0.00016	0	0.00000	6849	0.00036	6733	0.00026	5468	0.00037	9000	0.00026	3691	0.00033	4118	0.00007	2716	0.00037	5822	0.00042	3882	0.00032	4246	0.00038
Natranaerobiales	485256	O	932	0.00005	1139	0.00005	1257	0.00011	770	0.00009	977	0.00009	1011	0.00011	1515	0.00009	1339	0.00009	1314	0.00005	0	0.00000	1386	0.00007	1132	0.00004	1431	0.00010	1604	0.00005	964	0.00009	1295	0.00002	581	0.00008	1382	0.00010	939	0.00008	1160	0.00010
Koleobacterales	2786987	O	441	0.00003	870	0.00004	847	0.00007	575	0.00006	669	0.00006	749	0.00008	1022	0.00006	908	0.00006	637	0.00003	0	0.00000	1033	0.00005	795	0.00003	884	0.00006	1140	0.00003	550	0.00005	1004	0.00002	417	0.00006	943	0.00007	751	0.00006	695	0.00006
Bacillales	1385	O	645757	0.03791	903722	0.04353	1016058	0.08741	794477	0.08839	943466	0.09014	679867	0.07077	1892870	0.11169	1295760	0.08750	924274	0.03715	2216	0.00004	1266012	0.06647	905994	0.03482	779181	0.05299	1185309	0.03422	770334	0.06828	1693172	0.03026	472880	0.06366	741856	0.05386	585636	0.04764	594591	0.05282
Lactobacillales	186826	O	691865	0.04062	737619	0.03553	333287	0.02867	289163	0.03217	270319	0.02583	273751	0.02849	469192	0.02769	390913	0.02640	1151633	0.04629	8757	0.00017	577892	0.03034	514300	0.01976	367884	0.02502	667403	0.01927	276820	0.02454	392417	0.00701	217244	0.02925	344113	0.02499	348567	0.02836	303915	0.02700
Tissierellales	1737405	O	99036	0.00581	60834	0.00293	68457	0.00589	43375	0.00483	53695	0.00513	54320	0.00565	70614	0.00417	67281	0.00454	123904	0.00498	24	0.00000	92213	0.00484	93123	0.00358	67465	0.00459	121444	0.00351	42553	0.00377	69849	0.00125	37456	0.00504	74403	0.00540	51913	0.00422	55624	0.00494
Erysipelotrichales	526525	O	97536	0.00573	105543	0.00508	112177	0.00965	78013	0.00868	91712	0.00876	96028	0.01000	207516	0.01224	141503	0.00956	149445	0.00601	20	0.00000	168500	0.00885	330618	0.01271	103459	0.00704	455731	0.01316	71609	0.00635	121632	0.00217	67699	0.00911	83871	0.00609	145239	0.01182	94811	0.00842
Selenomonadales	909929	O	21029	0.00123	49402	0.00238	48002	0.00413	32920	0.00366	38691	0.00370	40203	0.00418	47267	0.00279	48976	0.00331	26734	0.00107	15	0.00000	62980	0.00331	73477	0.00282	65302	0.00444	96161	0.00278	39178	0.00347	252148	0.00451	25262	0.00340	55912	0.00406	38663	0.00315	41733	0.00371
Veillonellales	1843489	O	10131	0.00059	27849	0.00134	27283	0.00235	19098	0.00212	23959	0.00229	23552	0.00245	25516	0.00151	26431	0.00178	13209	0.00053	0	0.00000	33177	0.00174	65900	0.00253	62473	0.00425	86887	0.00251	36930	0.00327	51902	0.00093	13140	0.00177	36674	0.00266	28819	0.00234	37815	0.00336
Acidaminococcales	1843488	O	8688	0.00051	27165	0.00131	26407	0.00227	18362	0.00204	23478	0.00224	20725	0.00216	30798	0.00182	27856	0.00188	12634	0.00051	0	0.00000	66959	0.00352	48344	0.00186	46372	0.00315	63675	0.00184	29235	0.00259	42219	0.00075	27314	0.00368	45086	0.00327	31846	0.00259	31479	0.00280
Caldicellulosiruptorales	3071001	O	3894	0.00023	8056	0.00039	8332	0.00072	5505	0.00061	6357	0.00061	6384	0.00066	10130	0.00060	8676	0.00059	5454	0.00022	0	0.00000	11108	0.00058	10695	0.00041	9285	0.00063	14288	0.00041	5971	0.00053	7333	0.00013	4504	0.00061	9398	0.00068	6619	0.00054	7229	0.00064
Limnochordales	1676649	O	2119	0.00012	5100	0.00025	5004	0.00043	2950	0.00033	3514	0.00034	3626	0.00038	4434	0.00026	4956	0.00033	2496	0.00010	0	0.00000	5752	0.00030	5249	0.00020	4692	0.00032	8658	0.00025	3270	0.00029	8846	0.00016	2286	0.00031	5035	0.00037	4315	0.00035	3653	0.00032
Dethiobacterales	3086087	O	386	0.00002	669	0.00003	655	0.00006	907	0.00010	1110	0.00011	1097	0.00011	714	0.00004	665	0.00004	444	0.00002	0	0.00000	903	0.00005	2063	0.00008	663	0.00005	1052	0.00003	484	0.00004	1351	0.00002	367	0.00005	1732	0.00013	462	0.00004	543	0.00005
Acholeplasmatales	186329	O	348693	0.02047	21623	0.00104	11224	0.00097	6741	0.00075	8145	0.00078	8134	0.00085	11824	0.00070	10821	0.00073	561418	0.02257	23	0.00000	13037	0.00068	10892	0.00042	9106	0.00062	14588	0.00042	5727	0.00051	10119	0.00018	5272	0.00071	7791	0.00057	9546	0.00078	7971	0.00071
Entomoplasmatales	186328	O	16076	0.00094	18624	0.00090	20183	0.00174	12854	0.00143	16116	0.00154	16253	0.00169	21290	0.00126	20369	0.00138	21479	0.00086	37	0.00000	29882	0.00157	27130	0.00104	22096	0.00150	37031	0.00107	13961	0.00124	22666	0.00041	12005	0.00162	17761	0.00129	20346	0.00166	20269	0.00180
Mycoplasmatales	2085	O	12510	0.00073	13996	0.00067	15815	0.00136	9824	0.00109	12158	0.00116	12725	0.00132	16888	0.00100	15692	0.00106	15816	0.00064	157	0.00000	24400	0.00128	22453	0.00086	18921	0.00129	30659	0.00089	11664	0.00103	18978	0.00034	9992	0.00135	13858	0.00101	17083	0.00139	16926	0.00150
Mycoplasmoidales	2790996	O	15387	0.00090	19249	0.00093	22040	0.00190	13685	0.00152	17342	0.00166	17234	0.00179	23982	0.00142	21636	0.00146	20939	0.00084	71	0.00000	42087	0.00221	51636	0.00198	85343	0.00580	68991	0.00199	42039	0.00373	42916	0.00077	16968	0.00228	19933	0.00145	20104	0.00164	66272	0.00589
Candidatus Izemoplasmatales	2975519	O	4493	0.00026	3115	0.00015	3847	0.00033	2311	0.00026	2768	0.00026	2655	0.00028	3433	0.00020	3092	0.00021	5831	0.00023	0	0.00000	3889	0.00020	3917	0.00015	3011	0.00020	5399	0.00016	1905	0.00017	2832	0.00005	1500	0.00020	2618	0.00019	2854	0.00023	2531	0.00022
Nostocales	1161	O	13833	0.00081	16949	0.00082	17057	0.00147	10775	0.00120	13986	0.00134	13981	0.00146	22901	0.00135	19088	0.00129	18701	0.00075	74	0.00000	26306	0.00138	22817	0.00088	17617	0.00120	30647	0.00088	11435	0.00101	28428	0.00051	10266	0.00138	21195	0.00154	16069	0.00131	13312	0.00118
Synechococcales	1890424	O	11242	0.00066	21131	0.00102	21027	0.00181	14137	0.00157	17705	0.00169	17125	0.00178	20725	0.00122	20669	0.00140	15036	0.00060	124	0.00000	27556	0.00145	26604	0.00102	20746	0.00141	35304	0.00102	14830	0.00131	37434	0.00067	10943	0.00147	25361	0.00184	17473	0.00142	16091	0.00143
Chroococcales	1118	O	6389	0.00038	7327	0.00035	7273	0.00063	4786	0.00053	5892	0.00056	5701	0.00059	9047	0.00053	7999	0.00054	8415	0.00034	0	0.00000	10673	0.00056	9276	0.00036	7423	0.00050	11751	0.00034	4928	0.00044	11462	0.00020	4444	0.00060	7620	0.00055	5697	0.00046	6003	0.00053
Oscillatoriales	1150	O	3292	0.00019	4374	0.00021	4221	0.00036	2781	0.00031	3585	0.00034	3550	0.00037	4992	0.00029	4798	0.00032	4350	0.00017	0	0.00000	5869	0.00031	5286	0.00020	4505	0.00031	6790	0.00020	2978	0.00026	8174	0.00015	2314	0.00031	5695	0.00041	4048	0.00033	3641	0.00032
Leptolyngbyales	3079749	O	2758	0.00016	4463	0.00021	4625	0.00040	2954	0.00033	3724	0.00036	3534	0.00037	4502	0.00027	4530	0.00031	3655	0.00015	0	0.00000	5575	0.00029	5236	0.00020	4093	0.00028	7004	0.00020	2906	0.00026	8430	0.00015	2280	0.00031	5614	0.00041	3399	0.00028	3110	0.00028
Acaryochloridales	3079744	O	1205	0.00007	3177	0.00015	1862	0.00016	2338	0.00026	1465	0.00014	2560	0.00027	2911	0.00017	2643	0.00018	1454	0.00006	0	0.00000	2254	0.00012	2414	0.00009	1535	0.00010	3273	0.00009	1135	0.00010	2670	0.00005	925	0.00012	2288	0.00017	1602	0.00013	1185	0.00011
Pseudanabaenales	2881377	O	1188	0.00007	1806	0.00009	1861	0.00016	1099	0.00012	1329	0.00013	1310	0.00014	2354	0.00014	1761	0.00012	1632	0.00007	36	0.00000	2734	0.00014	1835	0.00007	1745	0.00012	2218	0.00006	1210	0.00011	2126	0.00004	1070	0.00014	1579	0.00011	1247	0.00010	1348	0.00012
Pleurocapsales	52604	O	840	0.00005	1030	0.00005	929	0.00008	601	0.00007	794	0.00008	751	0.00008	1343	0.00008	1006	0.00007	1168	0.00005	0	0.00000	1149	0.00006	1019	0.00004	806	0.00005	1267	0.00004	515	0.00005	1459	0.00003	489	0.00007	1024	0.00007	752	0.00006	614	0.00005
Oculatellales	3079748	O	822	0.00005	1461	0.00007	1692	0.00015	871	0.00010	1322	0.00013	974	0.00010	1465	0.00009	1398	0.00009	1093	0.00004	0	0.00000	1361	0.00007	1136	0.00004	1340	0.00009	1525	0.00004	859	0.00008	2434	0.00004	559	0.00008	1616	0.00012	1211	0.00010	1052	0.00009
Chroococcidiopsidales	1890505	O	641	0.00004	942	0.00005	992	0.00009	677	0.00008	707	0.00007	807	0.00008	884	0.00005	1116	0.00008	870	0.00003	0	0.00000	1412	0.00007	2017	0.00008	848	0.00006	2520	0.00007	607	0.00005	1489	0.00003	528	0.00007	1015	0.00007	802	0.00007	676	0.00006
Coleofasciculales	3079753	O	601	0.00004	804	0.00004	929	0.00008	494	0.00005	753	0.00007	751	0.00008	916	0.00005	950	0.00006	746	0.00003	0	0.00000	892	0.00005	636	0.00002	709	0.00005	877	0.00003	476	0.00004	1756	0.00003	378	0.00005	1024	0.00007	426	0.00003	559	0.00005
Gloeobacterales	307595	O	569	0.00003	1371	0.00007	1347	0.00012	913	0.00010	1142	0.00011	1101	0.00011	1345	0.00008	1428	0.00010	743	0.00003	11	0.00000	1444	0.00008	1760	0.00007	1249	0.00008	2405	0.00007	906	0.00008	3267	0.00006	590	0.00008	2036	0.00015	1169	0.00010	917	0.00008
Nodosilineales	3039985	O	553	0.00003	883	0.00004	1051	0.00009	660	0.00007	803	0.00008	767	0.00008	873	0.00005	936	0.00006	744	0.00003	0	0.00000	979	0.00005	1085	0.00004	892	0.00006	1556	0.00004	602	0.00005	1989	0.00004	373	0.00005	1189	0.00009	962	0.00008	619	0.00005
Gomontiellales	3079757	O	369	0.00002	551	0.00003	572	0.00005	371	0.00004	499	0.00005	411	0.00004	807	0.00005	600	0.00004	579	0.00002	0	0.00000	927	0.00005	725	0.00003	517	0.00004	981	0.00003	331	0.00003	1057	0.00002	376	0.00005	666	0.00005	329	0.00003	413	0.00004
Geitlerinematales	3079751	O	130	0.00001	452	0.00002	437	0.00004	343	0.00004	344	0.00003	342	0.00004	383	0.00002	363	0.00002	170	0.00001	0	0.00000	480	0.00003	1577	0.00006	445	0.00003	888	0.00003	317	0.00003	903	0.00002	223	0.00003	555	0.00004	251	0.00002	311	0.00003
Gloeomargaritales	1955042	O	538	0.00003	577	0.00003	650	0.00006	399	0.00004	569	0.00005	570	0.00006	798	0.00005	827	0.00006	677	0.00003	0	0.00000	947	0.00005	579	0.00002	708	0.00005	2070	0.00006	443	0.00004	807	0.00001	360	0.00005	907	0.00007	465	0.00004	567	0.00005
Dehalococcoidales	1202465	O	2671	0.00016	3595	0.00017	3327	0.00029	2452	0.00027	3366	0.00032	2837	0.00030	2937	0.00017	3274	0.00022	2660	0.00011	27	0.00000	4238	0.00022	6359	0.00024	3588	0.00024	8126	0.00023	2662	0.00024	5015	0.00009	1675	0.00023	4496	0.00033	2947	0.00024	2753	0.00024
Candidatus Lucifugimonadales	3143247	O	97	0.00001	227	0.00001	253	0.00002	163	0.00002	218	0.00002	226	0.00002	258	0.00002	248	0.00002	140	0.00001	0	0.00000	277	0.00001	235	0.00001	266	0.00002	293	0.00001	189	0.00002	256	0.00000	118	0.00002	228	0.00002	120	0.00001	236	0.00002
Ktedonobacterales	388448	O	1103	0.00006	578	0.00003	477	0.00004	404	0.00004	489	0.00005	449	0.00005	483	0.00003	507	0.00003	1280	0.00005	0	0.00000	578	0.00003	777	0.00003	545	0.00004	985	0.00003	397	0.00004	883	0.00002	194	0.00003	847	0.00006	518	0.00004	388	0.00003
Chloroflexales	32064	O	642	0.00004	1447	0.00007	1430	0.00012	914	0.00010	1080	0.00010	1158	0.00012	1112	0.00007	1305	0.00009	790	0.00003	0	0.00000	1606	0.00008	1483	0.00006	1355	0.00009	1945	0.00006	958	0.00008	3714	0.00007	662	0.00009	1718	0.00012	1104	0.00009	930	0.00008
Candidatus Chloroheliales	3139175	O	283	0.00002	421	0.00002	387	0.00003	282	0.00003	313	0.00003	320	0.00003	448	0.00003	439	0.00003	347	0.00001	0	0.00000	451	0.00002	504	0.00002	338	0.00002	622	0.00002	223	0.00002	678	0.00001	164	0.00002	388	0.00003	336	0.00003	269	0.00002
Candidatus Thermobaculales	3399777	O	145	0.00001	299	0.00001	326	0.00003	236	0.00003	267	0.00003	265	0.00003	253	0.00001	321	0.00002	167	0.00001	0	0.00000	352	0.00002	206	0.00001	223	0.00002	276	0.00001	140	0.00001	647	0.00001	114	0.00002	298	0.00002	258	0.00002	177	0.00002
Anaerolineales	292629	O	896	0.00005	2488	0.00012	2539	0.00022	1724	0.00019	2259	0.00022	1914	0.00020	2119	0.00013	2570	0.00017	1028	0.00004	0	0.00000	2941	0.00015	3228	0.00012	2510	0.00017	4361	0.00013	1831	0.00016	4100	0.00007	1153	0.00016	3131	0.00023	2006	0.00016	1898	0.00017
Candidatus Promineifilales	3085098	O	879	0.00005	1616	0.00008	1489	0.00013	1142	0.00013	1305	0.00012	1319	0.00014	1461	0.00009	1491	0.00010	1088	0.00004	0	0.00000	2012	0.00011	1275	0.00005	1789	0.00012	1702	0.00005	1327	0.00012	4258	0.00008	730	0.00010	2123	0.00015	1463	0.00012	1316	0.00012
Tepidiformales	2682226	O	352	0.00002	828	0.00004	825	0.00007	538	0.00006	667	0.00006	700	0.00007	660	0.00004	847	0.00006	458	0.00002	0	0.00000	841	0.00004	1443	0.00006	871	0.00006	1934	0.00006	649	0.00006	3257	0.00006	291	0.00004	970	0.00007	650	0.00005	627	0.00006
Phototrophicales	2364208	O	330	0.00002	419	0.00002	381	0.00003	270	0.00003	353	0.00003	293	0.00003	331	0.00002	483	0.00003	439	0.00002	0	0.00000	442	0.00002	319	0.00001	370	0.00003	462	0.00001	255	0.00002	783	0.00001	134	0.00002	559	0.00004	371	0.00003	263	0.00002
Caldilineales	475963	O	251	0.00001	720	0.00003	675	0.00006	501	0.00006	574	0.00005	577	0.00006	600	0.00004	714	0.00005	318	0.00001	0	0.00000	1101	0.00006	1315	0.00005	818	0.00006	1710	0.00005	616	0.00005	1760	0.00003	434	0.00006	1029	0.00007	867	0.00007	588	0.00005
Thermoflexales	1495647	O	211	0.00001	536	0.00003	476	0.00004	334	0.00004	433	0.00004	445	0.00005	354	0.00002	456	0.00003	254	0.00001	0	0.00000	796	0.00004	846	0.00003	503	0.00003	1090	0.00003	349	0.00003	1385	0.00002	312	0.00004	606	0.00004	624	0.00005	335	0.00003
Capsulimonadales	2494207	O	361	0.00002	1037	0.00005	1111	0.00010	699	0.00008	852	0.00008	864	0.00009	881	0.00005	1189	0.00008	441	0.00002	0	0.00000	939	0.00005	855	0.00003	1101	0.00007	1220	0.00004	798	0.00007	2251	0.00004	380	0.00005	1037	0.00008	840	0.00007	740	0.00007
Fimbriimonadales	1663425	O	182	0.00001	380	0.00002	418	0.00004	282	0.00003	299	0.00003	335	0.00003	275	0.00002	411	0.00003	190	0.00001	0	0.00000	606	0.00003	474	0.00002	654	0.00004	694	0.00002	507	0.00004	1132	0.00002	252	0.00003	601	0.00004	504	0.00004	498	0.00004
Chthonomonadales	1077263	O	111	0.00001	247	0.00001	293	0.00003	183	0.00002	245	0.00002	250	0.00003	265	0.00002	294	0.00002	162	0.00001	0	0.00000	414	0.00002	212	0.00001	326	0.00002	301	0.00001	224	0.00002	396	0.00001	180	0.00002	334	0.00002	265	0.00002	255	0.00002
Vulcanimicrobiales	2599632	O	194	0.00001	400	0.00002	385	0.00003	239	0.00003	263	0.00003	331	0.00003	284	0.00002	424	0.00003	187	0.00001	0	0.00000	393	0.00002	365	0.00001	359	0.00002	519	0.00001	270	0.00002	1534	0.00003	159	0.00002	450	0.00003	349	0.00003	292	0.00003
Fusobacteriales	203491	O	25466	0.00150	32975	0.00159	36274	0.00312	21981	0.00245	28178	0.00269	28926	0.00301	44143	0.00260	39010	0.00263	35294	0.00142	152	0.00000	57538	0.00302	55748	0.00214	52976	0.00360	71959	0.00208	29392	0.00261	40217	0.00072	23423	0.00315	41338	0.00300	31658	0.00258	39422	0.00350
Deinococcales	118964	O	5922	0.00035	13554	0.00065	13740	0.00118	9650	0.00107	11233	0.00107	11054	0.00115	10824	0.00064	13150	0.00089	7471	0.00030	0	0.00000	17698	0.00093	20767	0.00080	13267	0.00090	28527	0.00082	9820	0.00087	50647	0.00091	7089	0.00095	18238	0.00132	12682	0.00103	9890	0.00088
Thermales	68933	O	1592	0.00009	3813	0.00018	3724	0.00032	2626	0.00029	3159	0.00030	3178	0.00033	3049	0.00018	3607	0.00024	1968	0.00008	0	0.00000	4762	0.00025	6197	0.00024	3858	0.00026	8642	0.00025	2867	0.00025	9396	0.00017	1912	0.00026	5228	0.00038	4237	0.00034	2885	0.00026
Trueperales	2762275	O	163	0.00001	296	0.00001	318	0.00003	191	0.00002	220	0.00002	280	0.00003	215	0.00001	280	0.00002	219	0.00001	0	0.00000	299	0.00002	308	0.00001	234	0.00002	405	0.00001	176	0.00002	1141	0.00002	129	0.00002	321	0.00002	209	0.00002	152	0.00001
