name	taxonomy_id	taxonomy_lvl	C10_S21_G._num	C10_S21_G._frac	C1_S12_G._num	C1_S12_G._frac	C2_S13_G._num	C2_S13_G._frac	C3_S14_G._num	C3_S14_G._frac	C4_S15_G._num	C4_S15_G._frac	C5_S16_G._num	C5_S16_G._frac	C6_S17_G._num	C6_S17_G._frac	C7_S18_G._num	C7_S18_G._frac	C9_S20_G._num	C9_S20_G._frac	Post_Cntl_G._num	Post_Cntl_G._frac	S10_S11_G._num	S10_S11_G._frac	S1_S2_G._num	S1_S2_G._frac	S2_S3_G._num	S2_S3_G._frac	S3_S4_G._num	S3_S4_G._frac	S4_S5_G._num	S4_S5_G._frac	S5_S6_G._num	S5_S6_G._frac	S6_S7_G._num	S6_S7_G._frac	S7_S8_G._num	S7_S8_G._frac	S8_S9_G._num	S8_S9_G._frac	S9_S10_G._num	S9_S10_G._frac
Polymorphospora	338583	G	800	0.00005	772	0.00004	663	0.00006	503	0.00006	588	0.00006	618	0.00006	436	0.00003	641	0.00004	966	0.00004	0	0.00000	693	0.00004	942	0.00004	684	0.00005	1321	0.00004	468	0.00004	8948	0.00016	300	0.00004	730	0.00005	455	0.00004	479	0.00004
Actinocatenispora	390988	G	621	0.00004	738	0.00004	635	0.00005	488	0.00005	548	0.00005	535	0.00006	464	0.00003	681	0.00005	911	0.00004	0	0.00000	889	0.00005	774	0.00003	656	0.00004	1139	0.00003	470	0.00004	9098	0.00016	364	0.00005	768	0.00006	499	0.00004	473	0.00004
Catellatospora	53365	G	459	0.00003	558	0.00003	514	0.00004	397	0.00004	406	0.00004	455	0.00005	443	0.00003	614	0.00004	561	0.00002	0	0.00000	672	0.00004	683	0.00003	581	0.00004	978	0.00003	360	0.00003	7187	0.00013	263	0.00004	701	0.00005	596	0.00005	408	0.00004
Couchioplanes	56433	G	461	0.00003	475	0.00002	429	0.00004	313	0.00003	404	0.00004	396	0.00004	330	0.00002	521	0.00004	630	0.00003	0	0.00000	553	0.00003	784	0.00003	479	0.00003	1137	0.00003	368	0.00003	7832	0.00014	210	0.00003	548	0.00004	409	0.00003	374	0.00003
Natronosporangium	2920401	G	344	0.00002	359	0.00002	303	0.00003	220	0.00002	296	0.00003	261	0.00003	274	0.00002	292	0.00002	439	0.00002	0	0.00000	347	0.00002	531	0.00002	233	0.00002	702	0.00002	192	0.00002	2920	0.00005	136	0.00002	396	0.00003	310	0.00003	154	0.00001
Krasilnikovia	349312	G	355	0.00002	466	0.00002	351	0.00003	269	0.00003	304	0.00003	290	0.00003	280	0.00002	472	0.00003	466	0.00002	0	0.00000	593	0.00003	427	0.00002	291	0.00002	579	0.00002	214	0.00002	4697	0.00008	238	0.00003	394	0.00003	372	0.00003	247	0.00002
Longispora	203522	G	322	0.00002	415	0.00002	377	0.00003	296	0.00003	360	0.00003	306	0.00003	317	0.00002	415	0.00003	449	0.00002	0	0.00000	635	0.00003	627	0.00002	394	0.00003	855	0.00002	251	0.00002	5134	0.00009	234	0.00003	644	0.00005	304	0.00002	256	0.00002
Salinispora	168694	G	212	0.00001	250	0.00001	208	0.00002	172	0.00002	176	0.00002	202	0.00002	217	0.00001	208	0.00001	280	0.00001	0	0.00000	277	0.00001	613	0.00002	254	0.00002	825	0.00002	170	0.00002	1890	0.00003	108	0.00001	246	0.00002	250	0.00002	147	0.00001
Paractinoplanes	3240234	G	12	0.00000	11	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	12	0.00000	14	0.00000	0	0.00000	56	0.00000	57	0.00000	22	0.00000	69	0.00000	19	0.00000	330	0.00001	15	0.00000	26	0.00000	29	0.00000	16	0.00000
Bifidobacterium	1678	G	30687	0.00180	43725	0.00211	41213	0.00355	30542	0.00340	34782	0.00332	36970	0.00385	39680	0.00234	41026	0.00277	32907	0.00132	29	0.00000	55940	0.00294	638593	0.02454	161946	0.01102	846083	0.02443	88562	0.00785	83884	0.00150	21515	0.00290	79843	0.00580	338491	0.02754	156321	0.01389
Gardnerella	2701	G	2149	0.00013	3745	0.00018	4135	0.00036	2726	0.00030	3422	0.00033	3447	0.00036	4322	0.00026	3929	0.00027	2812	0.00011	0	0.00000	6879	0.00036	8585	0.00033	4442	0.00030	10747	0.00031	2755	0.00024	5385	0.00010	2771	0.00037	4200	0.00031	3692	0.00030	3671	0.00033
Parascardovia	196082	G	300	0.00002	926	0.00004	811	0.00007	648	0.00007	731	0.00007	789	0.00008	653	0.00004	719	0.00005	387	0.00002	0	0.00000	990	0.00005	1896	0.00007	855	0.00006	2639	0.00008	611	0.00005	1541	0.00003	456	0.00006	958	0.00007	839	0.00007	636	0.00006
Scardovia	196081	G	294	0.00002	842	0.00004	703	0.00006	500	0.00006	611	0.00006	641	0.00007	658	0.00004	617	0.00004	391	0.00002	0	0.00000	1127	0.00006	1373	0.00005	781	0.00005	1797	0.00005	535	0.00005	1137	0.00002	445	0.00006	1210	0.00009	512	0.00004	608	0.00005
Alloscardovia	419014	G	195	0.00001	408	0.00002	405	0.00003	255	0.00003	295	0.00003	363	0.00004	528	0.00003	398	0.00003	303	0.00001	0	0.00000	577	0.00003	624	0.00002	399	0.00003	823	0.00002	265	0.00002	580	0.00001	219	0.00003	426	0.00003	344	0.00003	299	0.00003
Bombiscardovia	1159909	G	157	0.00001	259	0.00001	257	0.00002	195	0.00002	200	0.00002	221	0.00002	277	0.00002	272	0.00002	174	0.00001	0	0.00000	233	0.00001	303	0.00001	385	0.00003	504	0.00001	202	0.00002	545	0.00001	98	0.00001	318	0.00002	126	0.00001	255	0.00002
Nonomuraea	83681	G	5546	0.00033	6633	0.00032	5911	0.00051	4795	0.00053	4988	0.00048	5758	0.00060	4628	0.00027	6943	0.00047	7042	0.00028	87	0.00000	7310	0.00038	8973	0.00034	5911	0.00040	12420	0.00036	4139	0.00037	66647	0.00119	2883	0.00039	7659	0.00056	5257	0.00043	4132	0.00037
Streptosporangium	2000	G	3541	0.00021	4091	0.00020	3645	0.00031	2801	0.00031	2942	0.00028	3283	0.00034	2779	0.00016	4207	0.00028	4613	0.00019	0	0.00000	4694	0.00025	6087	0.00023	3862	0.00026	8700	0.00025	2726	0.00024	44999	0.00080	1907	0.00026	4956	0.00036	2983	0.00024	2741	0.00024
Microbispora	2005	G	1725	0.00010	1985	0.00010	1853	0.00016	1397	0.00016	1471	0.00014	1700	0.00018	1177	0.00007	1954	0.00013	2213	0.00009	0	0.00000	2103	0.00011	2400	0.00009	1758	0.00012	3451	0.00010	1242	0.00011	20582	0.00037	812	0.00011	2234	0.00016	1813	0.00015	1299	0.00012
Microtetraspora	1995	G	966	0.00006	931	0.00004	865	0.00007	701	0.00008	598	0.00006	774	0.00008	682	0.00004	837	0.00006	1279	0.00005	0	0.00000	1165	0.00006	1314	0.00005	852	0.00006	1879	0.00005	615	0.00005	8413	0.00015	462	0.00006	1068	0.00008	813	0.00007	609	0.00005
Sphaerisporangium	321315	G	711	0.00004	659	0.00003	619	0.00005	463	0.00005	482	0.00005	575	0.00006	509	0.00003	749	0.00005	894	0.00004	0	0.00000	932	0.00005	970	0.00004	690	0.00005	1400	0.00004	498	0.00004	7176	0.00013	309	0.00004	686	0.00005	723	0.00006	431	0.00004
Thermobispora	147067	G	313	0.00002	313	0.00002	286	0.00002	190	0.00002	229	0.00002	298	0.00003	178	0.00001	297	0.00002	403	0.00002	0	0.00000	248	0.00001	441	0.00002	241	0.00002	619	0.00002	176	0.00002	3163	0.00006	89	0.00001	275	0.00002	238	0.00002	165	0.00001
Sphaerimonospora	1792303	G	265	0.00002	325	0.00002	283	0.00002	213	0.00002	221	0.00002	290	0.00003	218	0.00001	291	0.00002	386	0.00002	0	0.00000	359	0.00002	464	0.00002	233	0.00002	657	0.00002	181	0.00002	3383	0.00006	128	0.00002	347	0.00003	182	0.00001	175	0.00002
Spongiactinospora	2871671	G	37	0.00000	41	0.00000	44	0.00000	35	0.00000	40	0.00000	47	0.00000	21	0.00000	40	0.00000	58	0.00000	0	0.00000	105	0.00001	46	0.00000	88	0.00001	35	0.00000	57	0.00001	500	0.00001	39	0.00001	55	0.00000	39	0.00000	70	0.00001
Actinomadura	1988	G	4126	0.00024	4748	0.00023	4359	0.00038	3338	0.00037	3415	0.00033	4007	0.00042	2809	0.00017	4848	0.00033	5493	0.00022	78	0.00000	5228	0.00027	7542	0.00029	4295	0.00029	10450	0.00030	3073	0.00027	62123	0.00111	2066	0.00028	4892	0.00036	3212	0.00026	2993	0.00027
Spirillospora	58122	G	1475	0.00009	1669	0.00008	1456	0.00013	1096	0.00012	1265	0.00012	1384	0.00014	1070	0.00006	1587	0.00011	1896	0.00008	0	0.00000	1646	0.00009	2206	0.00008	1272	0.00009	3105	0.00009	847	0.00008	17580	0.00031	657	0.00009	1486	0.00011	1314	0.00011	876	0.00008
Actinoallomurus	667113	G	1130	0.00007	1379	0.00007	1084	0.00009	860	0.00010	941	0.00009	1174	0.00012	828	0.00005	1174	0.00008	1503	0.00006	0	0.00000	1241	0.00007	1453	0.00006	1044	0.00007	2063	0.00006	830	0.00007	13270	0.00024	511	0.00007	1256	0.00009	920	0.00007	807	0.00007
Thermomonospora	2019	G	759	0.00004	814	0.00004	777	0.00007	593	0.00007	644	0.00006	673	0.00007	489	0.00003	773	0.00005	843	0.00003	0	0.00000	775	0.00004	1140	0.00004	664	0.00005	1642	0.00005	508	0.00005	8539	0.00015	319	0.00004	1013	0.00007	688	0.00006	451	0.00004
Nocardiopsis	2013	G	3642	0.00021	4557	0.00022	2901	0.00025	2392	0.00027	2287	0.00022	2391	0.00025	1854	0.00011	2575	0.00017	4187	0.00017	0	0.00000	3062	0.00016	3984	0.00015	2244	0.00015	5609	0.00016	1725	0.00015	21696	0.00039	1183	0.00016	2990	0.00022	2212	0.00018	1619	0.00014
Thermobifida	83677	G	999	0.00006	5190	0.00025	1494	0.00013	798	0.00009	823	0.00008	936	0.00010	685	0.00004	823	0.00006	1388	0.00006	0	0.00000	959	0.00005	1178	0.00005	859	0.00006	1629	0.00005	596	0.00005	7204	0.00013	365	0.00005	775	0.00006	768	0.00006	614	0.00005
Streptomonospora	104204	G	565	0.00003	639	0.00003	514	0.00004	530	0.00006	472	0.00005	505	0.00005	409	0.00002	536	0.00004	763	0.00003	0	0.00000	639	0.00003	889	0.00003	605	0.00004	1176	0.00003	518	0.00005	5728	0.00010	273	0.00004	661	0.00005	523	0.00004	497	0.00004
Spiractinospora	2913367	G	329	0.00002	387	0.00002	309	0.00003	349	0.00004	307	0.00003	286	0.00003	226	0.00001	336	0.00002	419	0.00002	0	0.00000	403	0.00002	446	0.00002	325	0.00002	625	0.00002	240	0.00002	2502	0.00004	135	0.00002	459	0.00003	238	0.00002	280	0.00002
Blastococcus	38501	G	1958	0.00011	1378	0.00007	1246	0.00011	982	0.00011	1055	0.00010	1161	0.00012	893	0.00005	1452	0.00010	2619	0.00011	18	0.00000	1503	0.00008	1891	0.00007	1225	0.00008	2541	0.00007	916	0.00008	35042	0.00063	654	0.00009	1692	0.00012	1287	0.00010	909	0.00008
Modestobacter	88138	G	1005	0.00006	928	0.00004	793	0.00007	637	0.00007	678	0.00006	632	0.00007	526	0.00003	804	0.00005	1348	0.00005	0	0.00000	940	0.00005	1041	0.00004	798	0.00005	1475	0.00004	542	0.00005	14664	0.00026	425	0.00006	903	0.00007	759	0.00006	551	0.00005
Geodermatophilus	1860	G	691	0.00004	525	0.00003	501	0.00004	446	0.00005	440	0.00004	448	0.00005	317	0.00002	605	0.00004	977	0.00004	0	0.00000	580	0.00003	1027	0.00004	435	0.00003	1334	0.00004	328	0.00003	13174	0.00024	229	0.00003	611	0.00004	548	0.00004	338	0.00003
Frankia	1854	G	1256	0.00007	1234	0.00006	1042	0.00009	812	0.00009	851	0.00008	1015	0.00011	861	0.00005	1175	0.00008	1652	0.00007	0	0.00000	1160	0.00006	1645	0.00006	1107	0.00008	2377	0.00007	884	0.00008	12434	0.00022	459	0.00006	1353	0.00010	1029	0.00008	805	0.00007
Parafrankia	2994362	G	423	0.00002	404	0.00002	361	0.00003	311	0.00003	301	0.00003	344	0.00004	281	0.00002	389	0.00003	545	0.00002	0	0.00000	362	0.00002	623	0.00002	361	0.00002	798	0.00002	266	0.00002	5642	0.00010	136	0.00002	433	0.00003	274	0.00002	275	0.00002
Pseudofrankia	2994363	G	385	0.00002	473	0.00002	429	0.00004	313	0.00003	297	0.00003	402	0.00004	256	0.00002	531	0.00004	478	0.00002	0	0.00000	444	0.00002	824	0.00003	421	0.00003	1109	0.00003	311	0.00003	7335	0.00013	207	0.00003	565	0.00004	380	0.00003	325	0.00003
Protofrankia	2994361	G	442	0.00003	690	0.00003	693	0.00006	436	0.00005	459	0.00004	594	0.00006	446	0.00003	676	0.00005	682	0.00003	0	0.00000	765	0.00004	1081	0.00004	539	0.00004	1463	0.00004	445	0.00004	8987	0.00016	387	0.00005	514	0.00004	327	0.00003	410	0.00004
Candidatus Planktophila	622681	G	1561	0.00009	2112	0.00010	2179	0.00019	1405	0.00016	1675	0.00016	1681	0.00018	2256	0.00013	2150	0.00015	2458	0.00010	0	0.00000	2066	0.00011	2645	0.00010	1968	0.00013	3097	0.00009	1399	0.00012	2543	0.00005	855	0.00012	1670	0.00012	1227	0.00010	1413	0.00013
Candidatus Nanopelagicus	2039639	G	261	0.00002	356	0.00002	356	0.00003	211	0.00002	285	0.00003	223	0.00002	421	0.00002	387	0.00003	419	0.00002	0	0.00000	445	0.00002	392	0.00002	342	0.00002	466	0.00001	186	0.00002	471	0.00001	177	0.00002	290	0.00002	316	0.00003	222	0.00002
Nakamurella	53460	G	1820	0.00011	1605	0.00008	1547	0.00013	1119	0.00012	1292	0.00012	1323	0.00014	1105	0.00007	1856	0.00013	2402	0.00010	0	0.00000	2007	0.00011	2560	0.00010	1747	0.00012	3598	0.00010	1352	0.00012	23514	0.00042	777	0.00010	2017	0.00015	1372	0.00011	1419	0.00013
Kineococcus	33981	G	1243	0.00007	1065	0.00005	962	0.00008	811	0.00009	754	0.00007	917	0.00010	644	0.00004	905	0.00006	1713	0.00007	0	0.00000	1056	0.00006	1391	0.00005	834	0.00006	1881	0.00005	554	0.00005	19411	0.00035	399	0.00005	1055	0.00008	651	0.00005	637	0.00006
Angustibacter	908626	G	419	0.00002	274	0.00001	267	0.00002	209	0.00002	254	0.00002	243	0.00003	222	0.00001	318	0.00002	489	0.00002	0	0.00000	228	0.00001	421	0.00002	247	0.00002	608	0.00002	187	0.00002	7751	0.00014	81	0.00001	416	0.00003	192	0.00002	231	0.00002
Jiangella	281472	G	1233	0.00007	1054	0.00005	883	0.00008	719	0.00008	757	0.00007	918	0.00010	682	0.00004	1049	0.00007	1512	0.00006	0	0.00000	1169	0.00006	1294	0.00005	899	0.00006	1921	0.00006	629	0.00006	14698	0.00026	477	0.00006	994	0.00007	630	0.00005	585	0.00005
Jatrophihabitans	1434010	G	875	0.00005	889	0.00004	760	0.00007	581	0.00006	631	0.00006	710	0.00007	545	0.00003	814	0.00005	1218	0.00005	0	0.00000	918	0.00005	1278	0.00005	684	0.00005	1841	0.00005	478	0.00004	12442	0.00022	350	0.00005	791	0.00006	683	0.00006	457	0.00004
Stackebrandtia	283810	G	476	0.00003	618	0.00003	546	0.00005	448	0.00005	487	0.00005	501	0.00005	518	0.00003	562	0.00004	645	0.00003	0	0.00000	700	0.00004	652	0.00003	547	0.00004	883	0.00003	384	0.00003	3300	0.00006	264	0.00004	780	0.00006	436	0.00004	404	0.00004
Natronoglycomyces	2838311	G	227	0.00001	195	0.00001	180	0.00002	110	0.00001	155	0.00001	158	0.00002	145	0.00001	245	0.00002	332	0.00001	0	0.00000	206	0.00001	280	0.00001	177	0.00001	422	0.00001	156	0.00001	942	0.00002	67	0.00001	257	0.00002	197	0.00002	128	0.00001
Epidermidibacterium	2078948	G	798	0.00005	421	0.00002	577	0.00005	398	0.00004	489	0.00005	557	0.00006	407	0.00002	502	0.00003	940	0.00004	0	0.00000	561	0.00003	564	0.00002	621	0.00004	711	0.00002	310	0.00003	12259	0.00022	201	0.00003	603	0.00004	435	0.00004	407	0.00004
Catenulispora	414878	G	527	0.00003	632	0.00003	495	0.00004	429	0.00005	460	0.00004	575	0.00006	377	0.00002	564	0.00004	631	0.00003	0	0.00000	615	0.00003	547	0.00002	808	0.00005	779	0.00002	731	0.00006	5389	0.00010	247	0.00003	612	0.00004	335	0.00003	736	0.00007
Actinopolyspora	1849	G	266	0.00002	221	0.00001	164	0.00001	179	0.00002	157	0.00002	174	0.00002	151	0.00001	208	0.00001	438	0.00002	0	0.00000	284	0.00001	395	0.00002	332	0.00002	544	0.00002	255	0.00002	1703	0.00003	106	0.00001	349	0.00003	173	0.00001	289	0.00003
Acidothermus	28048	G	154	0.00001	209	0.00001	160	0.00001	116	0.00001	121	0.00001	169	0.00002	137	0.00001	189	0.00001	222	0.00001	0	0.00000	140	0.00001	194	0.00001	277	0.00002	259	0.00001	211	0.00002	1110	0.00002	65	0.00001	210	0.00002	66	0.00001	209	0.00002
Eggerthella	84111	G	13886	0.00082	39005	0.00188	35096	0.00302	28056	0.00312	21881	0.00209	41500	0.00432	20622	0.00122	24414	0.00165	14997	0.00060	0	0.00000	21851	0.00115	17123	0.00066	19067	0.00130	22937	0.00066	14454	0.00128	130870	0.00234	8125	0.00109	18100	0.00131	11668	0.00095	15366	0.00137
Slackia	84108	G	10234	0.00060	34091	0.00164	29213	0.00251	24439	0.00272	19909	0.00190	33913	0.00353	16960	0.00100	19422	0.00131	11318	0.00045	50	0.00000	15016	0.00079	25138	0.00097	92189	0.00627	33692	0.00097	73180	0.00649	98091	0.00175	5757	0.00078	14584	0.00106	9462	0.00077	69146	0.00614
Berryella	2815775	G	10025	0.00059	26759	0.00129	24472	0.00211	17706	0.00197	14962	0.00143	29539	0.00308	13692	0.00081	18475	0.00125	10743	0.00043	0	0.00000	15049	0.00079	10791	0.00041	11977	0.00081	14783	0.00043	9227	0.00082	121160	0.00217	5746	0.00077	10849	0.00079	5119	0.00042	9862	0.00088
Adlercreutzia	447020	G	7822	0.00046	24563	0.00118	22048	0.00190	17502	0.00195	14048	0.00134	24962	0.00260	13557	0.00080	15937	0.00108	8944	0.00036	0	0.00000	14359	0.00075	12688	0.00049	11856	0.00081	17212	0.00050	9245	0.00082	73374	0.00131	5437	0.00073	12706	0.00092	8778	0.00071	9392	0.00083
Gordonibacter	644652	G	8856	0.00052	24203	0.00117	21484	0.00185	16940	0.00189	13451	0.00129	25623	0.00267	12985	0.00077	15344	0.00104	9719	0.00039	0	0.00000	12445	0.00065	11061	0.00043	11316	0.00077	14880	0.00043	8699	0.00077	88004	0.00157	4670	0.00063	10225	0.00074	5832	0.00047	9040	0.00080
Denitrobacterium	79603	G	6193	0.00036	18809	0.00091	17824	0.00153	14994	0.00167	11663	0.00111	18803	0.00196	10405	0.00061	10272	0.00069	6453	0.00026	0	0.00000	7450	0.00039	7777	0.00030	7818	0.00053	10386	0.00030	5735	0.00051	62206	0.00111	2931	0.00039	6900	0.00050	4208	0.00034	5785	0.00051
Raoultibacter	1926677	G	3972	0.00023	10737	0.00052	9574	0.00082	7511	0.00084	6268	0.00060	11893	0.00124	5711	0.00034	6945	0.00047	4312	0.00017	0	0.00000	5587	0.00029	3791	0.00015	5175	0.00035	5031	0.00015	3819	0.00034	35470	0.00063	2083	0.00028	4587	0.00033	2432	0.00020	3991	0.00035
Xiamenia	2981344	G	3570	0.00021	9193	0.00044	8227	0.00071	6449	0.00072	4802	0.00046	10027	0.00104	4868	0.00029	5957	0.00040	3823	0.00015	0	0.00000	4325	0.00023	4019	0.00015	4240	0.00029	5347	0.00015	3259	0.00029	34901	0.00062	1686	0.00023	3620	0.00026	2176	0.00018	3366	0.00030
Arabiibacter	2005386	G	3259	0.00019	9440	0.00045	8166	0.00070	6607	0.00074	5772	0.00055	9664	0.00101	5186	0.00031	6019	0.00041	3676	0.00015	0	0.00000	6112	0.00032	6317	0.00024	4876	0.00033	8391	0.00024	3710	0.00033	32109	0.00057	2401	0.00032	7815	0.00057	4084	0.00033	3705	0.00033
Cryptobacterium	84162	G	598	0.00004	1584	0.00008	1383	0.00012	1079	0.00012	965	0.00009	1547	0.00016	1053	0.00006	1100	0.00007	708	0.00003	0	0.00000	745	0.00004	759	0.00003	634	0.00004	989	0.00003	493	0.00004	3886	0.00007	276	0.00004	633	0.00005	386	0.00003	516	0.00005
Phoenicibacter	1981050	G	624	0.00004	1327	0.00006	1336	0.00011	1041	0.00012	977	0.00009	1301	0.00014	1157	0.00007	1153	0.00008	675	0.00003	0	0.00000	1010	0.00005	1437	0.00006	996	0.00007	1817	0.00005	735	0.00007	3276	0.00006	420	0.00006	914	0.00007	495	0.00004	803	0.00007
Olsenella	133925	G	14779	0.00087	68641	0.00331	43611	0.00375	54414	0.00606	31666	0.00303	54794	0.00571	24643	0.00145	24910	0.00168	15089	0.00061	0	0.00000	14560	0.00076	42145	0.00162	38335	0.00261	56249	0.00162	27142	0.00241	67242	0.00120	5449	0.00073	24310	0.00177	17856	0.00145	24036	0.00214
Thermophilibacter	2847307	G	12245	0.00072	58624	0.00282	37860	0.00326	45492	0.00506	27086	0.00259	46814	0.00487	21711	0.00128	21853	0.00148	12684	0.00051	0	0.00000	12993	0.00068	32739	0.00126	34744	0.00236	42881	0.00124	24890	0.00221	59453	0.00106	4720	0.00064	21930	0.00159	16946	0.00138	21702	0.00193
Parafannyhessea	2847312	G	8048	0.00047	37796	0.00182	25280	0.00218	31363	0.00349	17579	0.00168	31806	0.00331	14001	0.00083	13727	0.00093	7972	0.00032	0	0.00000	8687	0.00046	60810	0.00234	46889	0.00319	76005	0.00219	31654	0.00281	42270	0.00076	3272	0.00044	28557	0.00207	201185	0.01637	27721	0.00246
Parolsenella	2082587	G	8072	0.00047	37451	0.00180	26342	0.00227	29347	0.00327	19257	0.00184	30830	0.00321	14971	0.00088	16474	0.00111	8337	0.00034	0	0.00000	11886	0.00062	23428	0.00090	23074	0.00157	31191	0.00090	16432	0.00146	48090	0.00086	4430	0.00060	17659	0.00128	12786	0.00104	14741	0.00131
Atopobium	1380	G	1675	0.00010	7567	0.00036	5252	0.00045	5822	0.00065	4051	0.00039	5994	0.00062	2972	0.00018	3485	0.00024	1814	0.00007	0	0.00000	2529	0.00013	5660	0.00022	4693	0.00032	7321	0.00021	3288	0.00029	8223	0.00015	964	0.00013	3917	0.00028	5738	0.00047	3122	0.00028
Lancefieldella	2767353	G	1476	0.00009	6257	0.00030	4815	0.00041	5023	0.00056	3478	0.00033	5560	0.00058	3231	0.00019	3053	0.00021	1705	0.00007	0	0.00000	3119	0.00016	4755	0.00018	3241	0.00022	6370	0.00018	2329	0.00021	6350	0.00011	1208	0.00016	3339	0.00024	2110	0.00017	2280	0.00020
Fannyhessea	2767327	G	533	0.00003	1874	0.00009	1497	0.00013	1494	0.00017	1168	0.00011	1719	0.00018	1314	0.00008	1144	0.00008	678	0.00003	0	0.00000	1120	0.00006	1677	0.00006	990	0.00007	2115	0.00006	729	0.00006	1763	0.00003	433	0.00006	748	0.00005	709	0.00006	757	0.00007
Collinsella	102106	G	10415	0.00061	42293	0.00204	32930	0.00283	32055	0.00357	25455	0.00243	35847	0.00373	22104	0.00130	22453	0.00152	11413	0.00046	0	0.00000	21324	0.00112	29621	0.00114	24931	0.00170	40762	0.00118	18396	0.00163	55258	0.00099	8426	0.00113	26136	0.00190	17509	0.00142	17419	0.00155
Enorma	1472762	G	2409	0.00014	10363	0.00050	7855	0.00068	7984	0.00089	5329	0.00051	8953	0.00093	4524	0.00027	4775	0.00032	2687	0.00011	0	0.00000	4424	0.00023	7444	0.00029	6186	0.00042	10232	0.00030	4399	0.00039	15947	0.00029	1684	0.00023	5141	0.00037	3788	0.00031	4090	0.00036
Coriobacterium	33870	G	938	0.00006	3836	0.00018	3017	0.00026	2890	0.00032	1990	0.00019	3242	0.00034	1791	0.00011	1937	0.00013	1010	0.00004	0	0.00000	1570	0.00008	2532	0.00010	1780	0.00012	3496	0.00010	1261	0.00011	5245	0.00009	627	0.00008	1725	0.00013	1659	0.00014	1306	0.00012
Leptogranulimonas	2995122	G	1600	0.00009	6477	0.00031	4698	0.00040	5109	0.00057	3508	0.00034	5449	0.00057	2797	0.00017	2783	0.00019	1693	0.00007	0	0.00000	2420	0.00013	4188	0.00016	3293	0.00022	5917	0.00017	2364	0.00021	6805	0.00012	886	0.00012	3195	0.00023	2174	0.00018	2252	0.00020
Aquihabitans	1648491	G	3007	0.00018	1279	0.00006	1240	0.00011	949	0.00011	1011	0.00010	1051	0.00011	886	0.00005	1746	0.00012	3913	0.00016	0	0.00000	1383	0.00007	1782	0.00007	1260	0.00009	2317	0.00007	974	0.00009	207000	0.00370	535	0.00007	1389	0.00010	856	0.00007	927	0.00008
Iamia	467975	G	1102	0.00006	839	0.00004	628	0.00005	639	0.00007	552	0.00005	619	0.00006	540	0.00003	1105	0.00007	1511	0.00006	0	0.00000	840	0.00004	1023	0.00004	677	0.00005	1354	0.00004	534	0.00005	105701	0.00189	320	0.00004	811	0.00006	598	0.00005	477	0.00004
Actinomarinicola	2789775	G	562	0.00003	590	0.00003	508	0.00004	458	0.00005	502	0.00005	449	0.00005	492	0.00003	606	0.00004	650	0.00003	0	0.00000	708	0.00004	672	0.00003	399	0.00003	922	0.00003	286	0.00003	22295	0.00040	262	0.00004	804	0.00006	784	0.00006	282	0.00003
Dermatobacter	3075137	G	443	0.00003	409	0.00002	323	0.00003	270	0.00003	284	0.00003	337	0.00004	208	0.00001	670	0.00005	542	0.00002	0	0.00000	437	0.00002	450	0.00002	336	0.00002	674	0.00002	263	0.00002	18931	0.00034	150	0.00002	410	0.00003	180	0.00001	231	0.00002
Candidatus Poriferisodalis	2983190	G	1408	0.00008	2311	0.00011	2083	0.00018	1534	0.00017	1689	0.00016	1891	0.00020	1670	0.00010	2191	0.00015	1719	0.00007	0	0.00000	2619	0.00014	3602	0.00014	1961	0.00013	5110	0.00015	1475	0.00013	19623	0.00035	952	0.00013	2571	0.00019	1616	0.00013	1405	0.00012
Candidatus Poriferisocius	2983186	G	797	0.00005	1456	0.00007	1364	0.00012	991	0.00011	1134	0.00011	1207	0.00013	917	0.00005	1348	0.00009	1074	0.00004	0	0.00000	1650	0.00009	2303	0.00009	1250	0.00009	3187	0.00009	938	0.00008	13022	0.00023	628	0.00008	2104	0.00015	1210	0.00010	901	0.00008
Ilumatobacter	682522	G	723	0.00004	753	0.00004	648	0.00006	536	0.00006	525	0.00005	607	0.00006	469	0.00003	839	0.00006	902	0.00004	0	0.00000	633	0.00003	1411	0.00005	666	0.00005	2001	0.00006	410	0.00004	32875	0.00059	257	0.00003	610	0.00004	520	0.00004	481	0.00004
Salinilacustrithrix	3436875	G	426	0.00003	447	0.00002	375	0.00003	339	0.00004	337	0.00003	304	0.00003	296	0.00002	501	0.00003	546	0.00002	0	0.00000	586	0.00003	654	0.00003	300	0.00002	940	0.00003	224	0.00002	14337	0.00026	205	0.00003	419	0.00003	397	0.00003	213	0.00002
Acidimicrobium	53634	G	91	0.00001	194	0.00001	130	0.00001	113	0.00001	127	0.00001	142	0.00001	124	0.00001	152	0.00001	98	0.00000	0	0.00000	193	0.00001	160	0.00001	101	0.00001	231	0.00001	71	0.00001	1106	0.00002	102	0.00001	204	0.00001	117	0.00001	86	0.00001
Candidatus Spongiisocius	2983163	G	133	0.00001	246	0.00001	264	0.00002	192	0.00002	167	0.00002	231	0.00002	226	0.00001	217	0.00001	113	0.00000	0	0.00000	241	0.00001	260	0.00001	250	0.00002	303	0.00001	188	0.00002	1222	0.00002	104	0.00001	343	0.00002	223	0.00002	213	0.00002
